GID_gg,Material_category,HER_material_type,Material_type_code,Material_type,Material_type_specific
73083,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73081,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73084,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73085,Pottery,,10,Pottery,
73086,Pottery,,10,Pottery,
73087,Pottery,,10,Pottery,
73088,Pottery,,10,Pottery,
73090,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73089,Pottery,,10,Pottery,
73091,Stone,,53,Steatite,
73092,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73095,Pottery,,10,Pottery,
72832,Pottery,,10,Pottery,
72766,Pottery,,10,Pottery,
72753,Flint,,17,Chert / Flint,Flint
73096,Pottery,,10,Pottery,
73098,Pottery,,10,Pottery,
73099,Other,,48,Textile,
73100,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73101,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73102,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
60003,Stone,,53,Steatite,
73104,Gold,,20,Gold,
73105,Gold,,20,Gold,
73106,Gold,,20,Gold,
73107,Gold,,20,Gold,
73108,Amber/jet/shale,,3,Amber,
73109,Gold,,20,Gold,
73110,Amber/jet/shale,,3,Amber,
73111,Pottery,,10,Pottery,
73112,Pottery,,10,Pottery,
73113,Pottery,,10,Pottery,
73114,Pottery,,10,Pottery,
73115,Pottery,,10,Pottery,
73116,Pottery,,10,Pottery,
73117,Pottery,,10,Pottery,
73118,Pottery,,10,Pottery,
73119,Pottery,,10,Pottery,
60005,Pottery,,10,Pottery,
60006,Pottery,,10,Pottery,
73120,Unknown,,47,Organic  (Uncertain/Unspecified),
73121,Flint,,17,Chert / Flint,Flint
73122,Stone,,38,Stone (Uncertain/Unspecified),
73127,Unknown,,47,Organic  (Uncertain/Unspecified),
73125,Stone,,21,Granite,
73124,Pottery,,10,Pottery,
73123,Stone,,38,Stone (Uncertain/Unspecified),
73128,Stone,,32,Quartz/Quartzite,
73129,Pottery,,10,Pottery,
73130,Stone,,53,Steatite,
73131,Pottery,,10,Pottery,
73134,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73136,Stone,,38,Stone (Uncertain/Unspecified),
73138,Other,,35,Coral/Shell,Shell
73139,Pottery,,10,Pottery,
73140,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73142,Pottery,,10,Pottery,
73141,Pottery,,10,Pottery,
73145,Stone,,33,Sandstone,
73146,Other,,35,Coral/Shell,Shell
73147,Stone,,33,Sandstone,
73148,Stone,,53,Steatite,
73149,Stone,,38,Stone (Uncertain/Unspecified),
73150,Pottery,,10,Pottery,
73151,Stone,,38,Stone (Uncertain/Unspecified),
60012,Pottery,,10,Pottery,
73155,Stone,,38,Stone (Uncertain/Unspecified),
73153,Stone,,38,Stone (Uncertain/Unspecified),
73154,Stone,,38,Stone (Uncertain/Unspecified),
73156,Pottery,,10,Pottery,
73157,Unknown,,47,Organic  (Uncertain/Unspecified),
73169,Other,,35,Coral/Shell,Shell
73172,Pottery,,10,Pottery,
73173,Pottery,,10,Pottery,
73174,Pottery,,10,Pottery,
73175,Pottery,,10,Pottery,
73176,Pottery,,10,Pottery,
73177,Pottery,,10,Pottery,
73178,Pottery,,10,Pottery,
60014,Pottery,,10,Pottery,
60015,Stone,,38,Stone (Uncertain/Unspecified),
60016,Flint,,17,Chert / Flint,Flint
73179,Other,,48,Textile,
73180,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73185,Pottery,,10,Pottery,
73186,Pottery,,10,Pottery,
73187,Stone,,38,Stone (Uncertain/Unspecified),
73189,Pottery,,10,Pottery,
73190,Pottery,,10,Pottery,
60020,Pottery,,10,Pottery,
60021,Stone,,53,Steatite,
60022,Stone,,53,Steatite,
60023,Stone,,53,Steatite,
73191,Pottery,,10,Pottery,
73192,Other,,48,Textile,
73193,Bone,,40,Bone/Antler/Horn/Ivory/Tooth (Animal),Tooth
73194,Stone,,22,Greenstone,
73195,Other,,48,Textile,
73196,Amber/jet/shale,,3,Amber,
73197,Other,,44,Faience,
73198,Stone,,53,Steatite,
73199,Stone,,53,Steatite,
73200,Pottery,,10,Pottery,
73201,Pottery,,10,Pottery,
73203,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73204,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73205,Stone,,38,Stone (Uncertain/Unspecified),
73208,Pottery,,10,Pottery,
73209,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73210,Pottery,,10,Pottery,
73211,Pottery,,10,Pottery,
73214,Stone,,38,Stone (Uncertain/Unspecified),
73216,Other,,48,Textile,
73217,Pottery,,10,Pottery,
73218,Pottery,,10,Pottery,
73221,Pottery,,10,Pottery,
73222,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
73223,Stone,,38,Stone (Uncertain/Unspecified),
73224,Stone,,38,Stone (Uncertain/Unspecified),
73225,Unknown,,47,Organic  (Uncertain/Unspecified),
73227,Stone,,53,Steatite,
60025,Stone,,33,Sandstone,
73226,Stone,,38,Stone (Uncertain/Unspecified),
73232,Stone,,38,Stone (Uncertain/Unspecified),
73231,Stone,,38,Stone (Uncertain/Unspecified),
60029,Pottery,,10,Pottery,
73236,Stone,,53,Steatite,
73237,Pottery,,10,Pottery,
73238,Stone,,53,Steatite,
73239,Stone,,38,Stone (Uncertain/Unspecified),
73240,Stone,,53,Steatite,
73241,Stone,,53,Steatite,
73243,Pottery,,10,Pottery,
60031,Pottery,,10,Pottery,
73244,Pottery,,10,Pottery,
73247,Other,,48,Textile,
73246,Other,,48,Textile,
73245,Unknown,,47,Organic  (Uncertain/Unspecified),
60033,Pottery,,10,Pottery,
73248,Stone,,37,Slate,
60038,Stone,,53,Steatite,
73249,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73257,Other,,35,Coral/Shell,Shell
73262,Pottery,,10,Pottery,
73263,Pottery,,10,Pottery,
60040,Stone,,53,Steatite,
73264,Stone,,53,Steatite,
73265,Stone,,38,Stone (Uncertain/Unspecified),
60042,Stone,,53,Steatite,
60044,Stone,,53,Steatite,
73266,Pottery,,10,Pottery,
73270,Bronze,,9,Bronze/Cu Alloy,Bronze
73271,Wood,,41,Wood (Uncertain/Unspecified),
73271,Bronze,,9,Bronze/Cu Alloy,Bronze
73273,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73273,Other,,16,Enamel,
73272,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73272,Wood,,30,Wood,Oak
73272,Unknown,,47,Organic  (Uncertain/Unspecified),
73276,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
73277,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73278,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73280,Bronze,,9,Bronze/Cu Alloy,Bronze
73281,Amber/jet/shale,,34,Jet/Lignite/Shale/Coal,Shale
73282,Bronze,,9,Bronze/Cu Alloy,Bronze
73283,Pottery,,10,Pottery,
73284,Pottery,,10,Pottery,
73285,Pottery,,10,Pottery,
73286,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73287,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73288,Flint,,17,Chert / Flint,Flint
73289,Pottery,,10,Pottery,
73290,Flint,,17,Chert / Flint,Flint
73291,Pottery,,10,Pottery,
73295,Flint,,17,Chert / Flint,Flint
73295,Stone,,42,Chalk,
73294,Pottery,,10,Pottery,
73293,Pottery,,10,Pottery,
73298,Pottery,,10,Pottery,
73299,Pottery,,10,Pottery,
73300,Pottery,,10,Pottery,
73301,Pottery,,10,Pottery,
73302,Pottery,,10,Pottery,
73303,Pottery,,10,Pottery,
73304,Pottery,,10,Pottery,
73305,Pottery,,10,Pottery,
73306,Pottery,,10,Pottery,
73307,Pottery,,10,Pottery,
73310,Pottery,,10,Pottery,
73311,Flint,,17,Chert / Flint,Flint
73313,Pottery,,10,Pottery,
73312,Stone,,62,Ironstone,
73314,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73316,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73315,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73324,Pottery,,10,Pottery,
73323,Pottery,,10,Pottery,
73327,Pottery,,10,Pottery,
73328,Flint,,17,Chert / Flint,Flint
73325,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
73329,Pottery,,10,Pottery,
73326,Pottery,,10,Pottery,
73330,Pottery,,10,Pottery,
73331,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73337,Pottery,,10,Pottery,
73338,Pottery,,10,Pottery,
50113,Pottery,,10,Pottery,
73347,Amber/jet/shale,,3,Amber,
73348,Amber/jet/shale,,3,Amber,
73351,Pottery,,10,Pottery,
73350,Pottery,,10,Pottery,
73349,Pottery,,10,Pottery,
73354,Pottery,,10,Pottery,
73353,Pottery,,10,Pottery,
73352,Pottery,,10,Pottery,
73355,Pottery,,10,Pottery,
73357,Pottery,,10,Pottery,
73356,Pottery,,10,Pottery,
73358,Pottery,,10,Pottery,
73359,Pottery,,10,Pottery,
73361,Bronze,,13,Copper,
73362,Pottery,,10,Pottery,
73363,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73364,Pottery,,10,Pottery,
50354,Pottery,,10,Pottery,
73365,Flint,,17,Chert / Flint,Flint
73367,Pottery,,10,Pottery,
73368,Pottery,,10,Pottery,
73371,Pottery,,10,Pottery,
73372,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73374,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73375,Iron,,24,Iron,
73376,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73377,Other,,19,Glass,
73374,Iron,,24,Iron,
73378,Pottery,,10,Pottery,
73380,Pottery,,10,Pottery,
73379,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73381,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
73382,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73383,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73385,Iron,,24,Iron,
73386,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73387,Pottery,,10,Pottery,
73388,Other,,19,Glass,
73389,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73390,Wood,,41,Wood (Uncertain/Unspecified),
73391,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73392,Iron,,24,Iron,
73395,Pottery,,10,Pottery,
73396,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73398,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73398,Iron,,24,Iron,
73399,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73400,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73401,Wood,,30,Wood,Oak
73401,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73402,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73405,Wood,,41,Wood (Uncertain/Unspecified),
73406,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73407,Pottery,,10,Pottery,
73408,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73410,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73409,Pottery,,10,Pottery,
73411,Iron,,24,Iron,
73412,Pottery,,10,Pottery,
73413,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73417,Pottery,,10,Pottery,
73418,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73419,Wood,,41,Wood (Uncertain/Unspecified),
73420,Pottery,,10,Pottery,
73421,Other,,19,Glass,
73422,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73423,Pottery,,10,Pottery,
73424,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73426,Iron,,24,Iron,
73427,Pottery,,10,Pottery,
73428,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73429,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73431,Iron,,24,Iron,
73432,Pottery,,10,Pottery,
73433,Wood,,41,Wood (Uncertain/Unspecified),
73434,Iron,,24,Iron,
73435,Iron,,24,Iron,
73436,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73437,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73438,Wood,,41,Wood (Uncertain/Unspecified),
73442,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73441,Pottery,,10,Pottery,
73440,Iron,,24,Iron,
73443,Wood,,41,Wood (Uncertain/Unspecified),
73445,Iron,,24,Iron,
73446,Pottery,,10,Pottery,
73447,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73448,Iron,,24,Iron,
73455,Flint,,17,Chert / Flint,Flint
73457,Flint,,17,Chert / Flint,Flint
73460,Pottery,,10,Pottery,
73451,Wood,,41,Wood (Uncertain/Unspecified),
73453,Pottery,,10,Pottery,
73452,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73461,Pottery,,10,Pottery,
73462,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73463,Wood,,41,Wood (Uncertain/Unspecified),
73464,Iron,,24,Iron,
73465,Iron,,24,Iron,
73467,Iron,,24,Iron,
73470,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73469,Pottery,,10,Pottery,
73468,Iron,,24,Iron,
73473,Iron,,24,Iron,
73472,Iron,,24,Iron,
73471,Wood,,41,Wood (Uncertain/Unspecified),
73477,Pottery,,10,Pottery,
73476,Iron,,24,Iron,
73475,Iron,,24,Iron,
73479,Iron,,24,Iron,
73480,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73481,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73482,Iron,,24,Iron,
73483,Iron,,24,Iron,
73484,Pottery,,10,Pottery,
73485,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73486,Iron,,24,Iron,
73487,Iron,,24,Iron,
73488,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73492,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73491,Iron,,24,Iron,
73490,Iron,,24,Iron,
73489,Wood,,61,Wood,Ash
73493,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73494,Pottery,,10,Pottery,
73495,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73497,Pottery,,10,Pottery,
73496,Pottery,,10,Pottery,
73498,Other,,44,Faience,
73499,Other,,48,Textile,
73500,Pottery,,10,Pottery,
73501,Pottery,,10,Pottery,
73502,Pottery,,10,Pottery,
73503,Pottery,,10,Pottery,
73504,Pottery,,10,Pottery,
73505,Pottery,,10,Pottery,
73506,Pottery,,10,Pottery,
73507,Flint,,17,Chert / Flint,Flint
73508,Pottery,,10,Pottery,
73509,Pottery,,10,Pottery,
73510,Pottery,,10,Pottery,
73511,Wood,,30,Wood,Oak
73515,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73516,Iron,,24,Iron,
73517,Iron,,24,Iron,
73518,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73519,Iron,,24,Iron,
73520,Pottery,,10,Pottery,
73521,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73522,Iron,,24,Iron,
73524,Iron,,24,Iron,
73525,Iron,,24,Iron,
73526,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73531,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73530,Pottery,,10,Pottery,
73529,Iron,,24,Iron,
73527,Wood,,41,Wood (Uncertain/Unspecified),
73532,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
73533,Amber/jet/shale,,3,Amber,
73534,Stone,,38,Stone (Uncertain/Unspecified),
73535,Other,,35,Coral/Shell,Shell
73536,Iron,,24,Iron,
73537,Pottery,,10,Pottery,
73538,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73539,Wood,,41,Wood (Uncertain/Unspecified),
73540,Iron,,24,Iron,
73541,Pottery,,10,Pottery,
73542,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73543,Iron,,24,Iron,
73544,Iron,,24,Iron,
73545,Iron,,24,Iron,
73546,Wood,,41,Wood (Uncertain/Unspecified),
73547,Iron,,24,Iron,
73548,Pottery,,10,Pottery,
73549,Stone,,42,Chalk,
73550,Iron,,24,Iron,
73551,Flint,,17,Chert / Flint,Flint
73552,Iron,,24,Iron,
73553,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73555,Iron,,24,Iron,
73556,Iron,,24,Iron,
73557,Pottery,,10,Pottery,
73558,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
50190,Pottery,,10,Pottery,
73559,Wood,,41,Wood (Uncertain/Unspecified),
73560,Iron,,24,Iron,
73561,Pottery,,10,Pottery,
73562,Pottery,,10,Pottery,
73563,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73564,Iron,,24,Iron,
73568,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73569,Iron,,24,Iron,
73571,Iron,,24,Iron,
73570,Wood,,41,Wood (Uncertain/Unspecified),
73572,Iron,,24,Iron,
73573,Iron,,24,Iron,
73574,Iron,,24,Iron,
73575,Iron,,24,Iron,
73576,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73577,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73578,Iron,,24,Iron,
73579,Wood,,41,Wood (Uncertain/Unspecified),
73580,Iron,,24,Iron,
73581,Pottery,,10,Pottery,
73582,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73584,Wood,,41,Wood (Uncertain/Unspecified),
73585,Iron,,24,Iron,
73586,Iron,,24,Iron,
73587,Iron,,24,Iron,
73588,Stone,,42,Chalk,
73589,Wood,,41,Wood (Uncertain/Unspecified),
73590,Iron,,24,Iron,
73591,Iron,,24,Iron,
73592,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73593,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73594,Wood,,41,Wood (Uncertain/Unspecified),
73594,Iron,,24,Iron,
73595,Iron,,24,Iron,
50219,Pottery,,10,Pottery,
73600,Pottery,,10,Pottery,
73599,Pottery,,10,Pottery,
73601,Pottery,,10,Pottery,
73602,Pottery,,10,Pottery,
40048,Pottery,,10,Pottery,
73605,Pottery,,10,Pottery,
73616,Pottery,,10,Pottery,
73615,Pottery,,10,Pottery,
73614,Pottery,,10,Pottery,
73613,Pottery,,10,Pottery,
73612,Pottery,,10,Pottery,
73611,Pottery,,10,Pottery,
73610,Pottery,,10,Pottery,
73609,Pottery,,10,Pottery,
73608,Pottery,,10,Pottery,
73607,Pottery,,10,Pottery,
73606,Pottery,,10,Pottery,
73617,Pottery,,10,Pottery,
73622,Iron,,24,Iron,
73623,Wood,,41,Wood (Uncertain/Unspecified),
73624,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73624,Iron,,24,Iron,
73625,Iron,,24,Iron,
73626,Iron,,24,Iron,
73627,Iron,,24,Iron,
73629,Iron,,24,Iron,
73628,Iron,,24,Iron,
73626,Other,,45,Leather,
73630,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73631,Wood,,41,Wood (Uncertain/Unspecified),
73631,Iron,,24,Iron,
73632,Iron,,24,Iron,
73632,Bone,,23,Bone/Antler/Horn/Ivory/Tooth (Animal),Horn
73633,Wood,,41,Wood (Uncertain/Unspecified),
73634,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73635,Iron,,24,Iron,
73637,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73636,Wood,,41,Wood (Uncertain/Unspecified),
73643,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73651,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73639,Wood,,41,Wood (Uncertain/Unspecified),
73638,Wood,,41,Wood (Uncertain/Unspecified),
73642,Iron,,24,Iron,
73645,Iron,,24,Iron,
73646,Iron,,24,Iron,
73647,Iron,,24,Iron,
73648,Iron,,24,Iron,
73649,Iron,,24,Iron,
73650,Iron,,24,Iron,
73641,Iron,,24,Iron,
73640,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73644,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73652,Iron,,24,Iron,
73574,Wood,,41,Wood (Uncertain/Unspecified),
73656,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73655,Pottery,,10,Pottery,
73654,Iron,,24,Iron,
73658,Pottery,,10,Pottery,
73657,Iron,,24,Iron,
73659,Wood,,41,Wood (Uncertain/Unspecified),
73660,Iron,,24,Iron,
73662,Stone,,42,Chalk,
73661,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73664,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73663,Pottery,,10,Pottery,
73665,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73666,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73667,Iron,,24,Iron,
73669,Iron,,24,Iron,
73668,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73668,Other,,19,Glass,
73671,Iron,,24,Iron,
73671,Other,,16,Enamel,
73411,Other,,16,Enamel,
73440,Other,,16,Enamel,
73465,Other,,16,Enamel,
73529,Other,,16,Enamel,
73569,Other,,16,Enamel,
73672,Iron,,24,Iron,
73672,Other,,16,Enamel,
73674,Iron,,24,Iron,
73675,Iron,,24,Iron,
73675,Other,,16,Enamel,
73676,Iron,,24,Iron,
73676,Other,,16,Enamel,
73679,Pottery,,10,Pottery,
73678,Iron,,24,Iron,
73678,Other,,16,Enamel,
73680,Iron,,24,Iron,
73681,Iron,,24,Iron,
73684,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73683,Pottery,,10,Pottery,
73682,Iron,,24,Iron,
73685,Iron,,24,Iron,
73688,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73687,Pottery,,10,Pottery,
73686,Iron,,24,Iron,
73689,Iron,,24,Iron,
73691,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73690,Iron,,24,Iron,
73695,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73694,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73693,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73692,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73692,Other,,16,Enamel,
73697,Iron,,24,Iron,
73696,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73696,Other,,43,Coral/Shell,Coral
73699,Iron,,24,Iron,
73700,Iron,,24,Iron,
73701,Iron,,24,Iron,
73704,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73703,Pottery,,10,Pottery,
73702,Iron,,24,Iron,
73710,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73709,Other,,19,Glass,
73708,Pottery,,10,Pottery,
73707,Iron,,24,Iron,
73706,Iron,,24,Iron,
73705,Iron,,24,Iron,
73711,Iron,,24,Iron,
73712,Other,,48,Textile,
73713,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73726,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73725,Iron,,24,Iron,
73725,Other,,16,Enamel,
73724,Pottery,,10,Pottery,
73723,Iron,,24,Iron,
73722,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73731,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73721,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73720,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73719,Iron,,24,Iron,
73718,Iron,,24,Iron,
73717,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73716,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73715,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73727,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73728,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73729,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73730,Iron,,24,Iron,
73714,Iron,,24,Iron,
73714,Bone,,23,Bone/Antler/Horn/Ivory/Tooth (Animal),Horn
40128,Iron,,24,Iron,
40128,Wood,,63,Wood,Alder
40128,Unknown,,47,Organic  (Uncertain/Unspecified),
73732,Iron,,24,Iron,
73733,Iron,,24,Iron,
73734,Iron,,24,Iron,
73735,Wood,,41,Wood (Uncertain/Unspecified),
73736,Wood,,41,Wood (Uncertain/Unspecified),
73736,Iron,,24,Iron,
73736,Other,,45,Leather,
73737,Wood,,41,Wood (Uncertain/Unspecified),
73737,Iron,,24,Iron,
73738,Wood,,41,Wood (Uncertain/Unspecified),
73738,Iron,,24,Iron,
73739,Iron,,24,Iron,
73739,Wood,,41,Wood (Uncertain/Unspecified),
73740,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73741,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73742,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73746,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73745,Iron,,24,Iron,
73744,Wood,,41,Wood (Uncertain/Unspecified),
40129,Iron,,24,Iron,
73745,Unknown,,47,Organic  (Uncertain/Unspecified),
40129,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
40129,Unknown,,47,Organic  (Uncertain/Unspecified),
40129,Bronze,,9,Bronze/Cu Alloy,Bronze
40138,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73748,Iron,,24,Iron,
73748,Wood,,41,Wood (Uncertain/Unspecified),
73749,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73749,Iron,,24,Iron,
73750,Iron,,24,Iron,
73750,Wood,,41,Wood (Uncertain/Unspecified),
73754,Iron,,24,Iron,
73753,Iron,,24,Iron,
73752,Iron,,24,Iron,
73751,Iron,,24,Iron,
73751,Wood,,41,Wood (Uncertain/Unspecified),
73754,Wood,,41,Wood (Uncertain/Unspecified),
73755,Iron,,24,Iron,
73755,Wood,,41,Wood (Uncertain/Unspecified),
73756,Iron,,24,Iron,
73757,Iron,,24,Iron,
73758,Wood,,41,Wood (Uncertain/Unspecified),
73759,Iron,,24,Iron,
73760,Iron,,24,Iron,
73761,Iron,,24,Iron,
73762,Iron,,24,Iron,
73763,Iron,,24,Iron,
73764,Iron,,24,Iron,
73765,Iron,,24,Iron,
73766,Iron,,24,Iron,
73767,Iron,,24,Iron,
73768,Iron,,24,Iron,
73769,Iron,,24,Iron,
73770,Iron,,24,Iron,
73771,Iron,,24,Iron,
73772,Iron,,24,Iron,
73773,Iron,,24,Iron,
73760,Wood,,41,Wood (Uncertain/Unspecified),
73761,Wood,,41,Wood (Uncertain/Unspecified),
